Hauljoin," Pred_nodc"," Pred_specn"," Prey_nodc"," Pred_len"," Year"," Month"," day"," region"," Pred_name"," Prey_Name"," Vessel"," Cruise"," Haul"," Rlat"," Rlong"," Gear_depth"," Bottom_depth"," Start_hour"," Surface_temp"," Gear_temp"," INPFC_Area"," Stationid"," Start_date"," Prey_sz1"," Prey_sex",Stratum
11010873.0,8791030701.0,7.0,8762140000.0,44.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",68.0,,594.0
11010873.0,8791030701.0,7.0,8762140000.0,44.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",70.0,,594.0
11010873.0,8791030701.0,8.0,8762140000.0,60.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",73.0,3.0,594.0
11010873.0,8791030701.0,8.0,8762140000.0,60.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",86.0,3.0,594.0
11010873.0,8791030701.0,8.0,8762140000.0,60.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",73.0,3.0,594.0
11010873.0,8791030701.0,9.0,8762140000.0,61.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",80.0,3.0,594.0
11012115.0,8791030701.0,13.0,8762140000.0,43.0,1994.0,7.0,10.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,141.0,52.170000000000002,179.5,255.0,255.0,8.0,5.0999999999999996,3.7000000000000002,542.0,127-28,"1994-07-10 00:00:00",61.0,3.0,313.0
11012115.0,8791030701.0,15.0,8762140000.0,48.0,1994.0,7.0,10.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,141.0,52.170000000000002,179.5,255.0,255.0,8.0,5.0999999999999996,3.7000000000000002,542.0,127-28,"1994-07-10 00:00:00",35.0,,313.0
11012590.0,8791030701.0,6.0,8762140000.0,53.0,1994.0,7.0,19.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,165.0,51.899999999999999,178.28999999999999,213.0,213.0,14.0,6.2999999999999998,4.0,542.0,111-22,"1994-07-19 00:00:00",28.0,3.0,322.0
11012590.0,8791030701.0,6.0,8762140000.0,53.0,1994.0,7.0,19.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,165.0,51.899999999999999,178.28999999999999,213.0,213.0,14.0,6.2999999999999998,4.0,542.0,111-22,"1994-07-19 00:00:00",50.0,3.0,322.0
11012590.0,8791030701.0,8.0,8759060000.0,52.0,1994.0,7.0,19.0,AI,"Gadus chalcogrammus (walleye pollock)","Chauliodontidae (viperfish) ",95.0,199401.0,165.0,51.899999999999999,178.28999999999999,213.0,213.0,14.0,6.2999999999999998,4.0,542.0,111-22,"1994-07-19 00:00:00",102.0,3.0,322.0
11012590.0,8791030701.0,10.0,8762140000.0,41.0,1994.0,7.0,19.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,165.0,51.899999999999999,178.28999999999999,213.0,213.0,14.0,6.2999999999999998,4.0,542.0,111-22,"1994-07-19 00:00:00",47.0,3.0,322.0
11010873.0,8791030701.0,13.0,8762140000.0,57.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",90.0,3.0,594.0
11010873.0,8791030701.0,13.0,8756020000.0,57.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",51.0,3.0,594.0
11010873.0,8791030701.0,14.0,8762140000.0,54.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",56.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",61.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",79.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",95.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",133.0,3.0,594.0
11011302.0,8791030701.0,4.0,8762140000.0,57.0,1994.0,6.0,14.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,49.0,52.770000000000003,-171.75,349.0,349.0,14.0,5.0999999999999996,4.0,541.0,244-42,"1994-06-14 00:00:00",86.0,,594.0
11011302.0,8791030701.0,7.0,8762140000.0,58.0,1994.0,6.0,14.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,49.0,52.770000000000003,-171.75,349.0,349.0,14.0,5.0999999999999996,4.0,541.0,244-42,"1994-06-14 00:00:00",43.0,3.0,594.0
11011302.0,8791030701.0,10.0,8756020000.0,55.0,1994.0,6.0,14.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,49.0,52.770000000000003,-171.75,349.0,349.0,14.0,5.0999999999999996,4.0,541.0,244-42,"1994-06-14 00:00:00",111.0,3.0,594.0
11010873.0,8791030701.0,11.0,8762140000.0,55.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",71.0,3.0,594.0
11010873.0,8791030701.0,11.0,8762140000.0,55.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",90.0,3.0,594.0
11010873.0,8791030701.0,11.0,8762140000.0,55.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",85.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",67.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",84.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",72.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",85.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",67.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",71.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",85.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",67.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",85.0,3.0,594.0
11010873.0,8791030701.0,14.0,8762140000.0,54.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",65.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",67.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",93.0,3.0,594.0
11010873.0,8791030701.0,15.0,8762140000.0,64.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",118.0,3.0,594.0
11007476.0,8791030701.0,2.0,8756020000.0,52.0,1991.0,9.0,24.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",21.0,199110.0,87.0,54.509999999999998,-167.13999999999999,490.0,490.0,8.0,9.4000000000000004,3.8999999999999999,518.0,,"1991-09-24 00:00:00",90.0,0.0,100.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",77.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",69.0,3.0,594.0
11010873.0,8791030701.0,12.0,8762140000.0,62.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",72.0,3.0,594.0
11010873.0,8791030701.0,14.0,8762140000.0,54.0,1994.0,6.0,13.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,45.0,52.789999999999999,-170.68000000000001,328.0,328.0,15.0,4.7000000000000002,3.7999999999999998,541.0,258-42,"1994-06-13 00:00:00",66.0,3.0,594.0
11013385.0,8791030701.0,10.0,8762140000.0,59.0,1994.0,7.0,30.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,200.0,52.909999999999997,170.86000000000001,204.0,204.0,19.0,8.4000000000000004,3.8999999999999999,543.0,12-45,"1994-07-30 00:00:00",26.0,,213.0
11013385.0,8791030701.0,10.0,8762140000.0,59.0,1994.0,7.0,30.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,200.0,52.909999999999997,170.86000000000001,204.0,204.0,19.0,8.4000000000000004,3.8999999999999999,543.0,12-45,"1994-07-30 00:00:00",44.0,,213.0
11010653.0,8791030701.0,4.0,8756020000.0,54.0,1994.0,6.0,7.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,15.0,53.759999999999998,-167.34,364.0,364.0,11.0,5.2000000000000002,3.7999999999999998,518.0,302-63,"1994-06-07 00:00:00",77.0,3.0,794.0
11010653.0,8791030701.0,4.0,8756020000.0,54.0,1994.0,6.0,7.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,15.0,53.759999999999998,-167.34,364.0,364.0,11.0,5.2000000000000002,3.7999999999999998,518.0,302-63,"1994-06-07 00:00:00",82.0,3.0,794.0
11010653.0,8791030701.0,4.0,8756020000.0,54.0,1994.0,6.0,7.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,15.0,53.759999999999998,-167.34,364.0,364.0,11.0,5.2000000000000002,3.7999999999999998,518.0,302-63,"1994-06-07 00:00:00",93.0,3.0,794.0
11010653.0,8791030701.0,11.0,8756020000.0,49.0,1994.0,6.0,7.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,15.0,53.759999999999998,-167.34,364.0,364.0,11.0,5.2000000000000002,3.7999999999999998,518.0,302-63,"1994-06-07 00:00:00",71.0,3.0,794.0
11010653.0,8791030701.0,14.0,8756020000.0,45.0,1994.0,6.0,7.0,AI,"Gadus chalcogrammus (walleye pollock)","Bathylagidae (deepsea smelt) ",95.0,199401.0,15.0,53.759999999999998,-167.34,364.0,364.0,11.0,5.2000000000000002,3.7999999999999998,518.0,302-63,"1994-06-07 00:00:00",77.0,3.0,794.0
11010855.0,8791030701.0,5.0,8831000000.0,66.0,1994.0,6.0,9.0,AI,"Gadus chalcogrammus (walleye pollock)","Cottoidei (sculpin) ",95.0,199401.0,22.0,53.700000000000003,-166.77000000000001,89.0,94.0,8.0,0.42999999999999999,0.41999999999999998,518.0,310-62,"1994-06-09 00:00:00",11.0,3.0,721.0
11010855.0,8791030701.0,6.0,8831000000.0,68.0,1994.0,6.0,9.0,AI,"Gadus chalcogrammus (walleye pollock)","Cottoidei (sculpin) ",95.0,199401.0,22.0,53.700000000000003,-166.77000000000001,89.0,94.0,8.0,0.42999999999999999,0.41999999999999998,518.0,310-62,"1994-06-09 00:00:00",23.0,3.0,721.0
11010855.0,8791030701.0,11.0,8831000000.0,70.0,1994.0,6.0,9.0,AI,"Gadus chalcogrammus (walleye pollock)","Cottoidei (sculpin) ",95.0,199401.0,22.0,53.700000000000003,-166.77000000000001,89.0,94.0,8.0,0.42999999999999999,0.41999999999999998,518.0,310-62,"1994-06-09 00:00:00",23.0,,721.0
11010868.0,8791030701.0,1.0,8762140000.0,54.0,1994.0,6.0,12.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",95.0,199401.0,38.0,52.469999999999999,-170.56,328.0,328.0,11.0,4.5,4.0999999999999996,541.0,260-35,"1994-06-12 00:00:00",91.0,3.0,624.0
11012134.0,8791030701.0,172.0,8826010129.0,94.0,2000.0,7.0,20.0,AI,"Gadus chalcogrammus (walleye pollock)","Northern rockfish Sebastes polyspinis",23.0,200001.0,226.0,51.960000000000001,176.03,64.0,71.0,12.0,6.7000000000000002,4.7999999999999998,543.0,81-23,"2000-07-20 00:00:00",189.0,3.0,221.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",85.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",65.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",88.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",75.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",70.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",85.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",60.0,,712.0
11009700.0,8791030701.0,6.0,8762140000.0,56.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",78.0,,712.0
11009700.0,8791030701.0,7.0,8762140000.0,52.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",85.0,,712.0
11009700.0,8791030701.0,7.0,8762140000.0,52.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",85.0,,712.0
11009700.0,8791030701.0,8.0,8762140000.0,54.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",85.0,,712.0
11009700.0,8791030701.0,8.0,8762140000.0,54.0,1991.0,7.0,27.0,AI,"Gadus chalcogrammus (walleye pollock)","Myctophidae (lanternfish) ",83.0,199101.0,30.0,53.079999999999998,-169.86000000000001,174.0,174.0,19.0,5.9000000000000004,3.7000000000000002,518.0,269-49,"1991-07-27 00:00:00",80.0,,712.0
11009479.0,8791030701.0,11.0,8845010100.0,58.0,1991.0,7.0,24.0,AI,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",83.0,199101.0,14.0,53.710000000000001,-166.78999999999999,91.0,91.0,8.0,8.5999999999999996,4.4000000000000004,518.0,310-62,"1991-07-24 00:00:00",50.0,,721.0
11009479.0,8791030701.0,11.0,8845010100.0,58.0,1991.0,7.0,24.0,AI,"Gadus chalcogrammus (walleye pollock)","Ammodytidae (sandlance) Ammodytes sp.",83.0,199101.0,14.0,53.710000000000001,-166.78999999999999,91.0,91.0,8.0,8.5999999999999996,4.4000000000000004,518.0,310-62,"1991-07-24 00:00:00",60.0,,721.0
