x,y,species_2 cloglog values
280.0,280.0,0.004900929
281.0,281.0,0.70774734
282.0,282.0,7.56006E-4
283.0,283.0,0.5295595
284.0,284.0,7.144737E-4
285.0,285.0,2.1484657E-5
286.0,286.0,0.561112
287.0,287.0,1.156457E-4
288.0,288.0,4.948154E-6
289.0,289.0,0.8013519
290.0,290.0,5.512409E-7
291.0,291.0,0.0010964783
292.0,292.0,0.6244604
293.0,293.0,5.4392235E-6
294.0,294.0,0.014332024
295.0,295.0,3.075442E-5
296.0,296.0,0.020488633
297.0,297.0,3.391428E-4
298.0,298.0,1.1482184E-6
299.0,299.0,0.025339501
300.0,300.0,2.0815983E-6
301.0,301.0,0.4927507
302.0,302.0,3.3250203E-6
303.0,303.0,0.06925697
304.0,304.0,2.4398807E-8
305.0,305.0,4.3063168E-4
306.0,306.0,0.38451746
307.0,307.0,0.022348095
308.0,308.0,0.6372589
309.0,309.0,0.26439342
310.0,310.0,0.055056285
311.0,311.0,0.0015917635
312.0,312.0,3.8557453E-5
313.0,313.0,0.11314326
314.0,314.0,0.57732195
315.0,315.0,0.6947691
316.0,316.0,1.6065613E-5
317.0,317.0,4.247047E-5
318.0,318.0,2.720595E-4
319.0,319.0,0.005505719
320.0,320.0,2.0844743E-6
321.0,321.0,0.12501833
322.0,322.0,5.45945E-4
323.0,323.0,0.097052686
324.0,324.0,1.2295884E-6
325.0,325.0,8.2577145E-7
326.0,326.0,0.01537225
327.0,327.0,0.0011992917
328.0,328.0,0.021836651
329.0,329.0,0.45205206
330.0,330.0,0.032736104
331.0,331.0,0.34385723
332.0,332.0,0.013996059
333.0,333.0,1.1361666E-8
334.0,334.0,2.205389E-7
335.0,335.0,0.018337177
336.0,336.0,1.1814513E-5
337.0,337.0,9.235147E-4
338.0,338.0,0.95210904
339.0,339.0,0.001319977
340.0,340.0,0.02034108
341.0,341.0,0.8044712
342.0,342.0,0.039341226
343.0,343.0,0.23622148
344.0,344.0,5.5356013E-6
345.0,345.0,0.04478672
346.0,346.0,0.78291047
347.0,347.0,0.051976502
348.0,348.0,0.001029696
349.0,349.0,6.9552943E-6
350.0,350.0,0.38523412
351.0,351.0,0.0024543102
352.0,352.0,6.680673E-8
353.0,353.0,7.208249E-4
354.0,354.0,1.3951474E-4
355.0,355.0,0.29435405
356.0,356.0,0.28884634
357.0,357.0,0.053542685
358.0,358.0,0.316458
359.0,359.0,1.5234596E-8
360.0,360.0,1.514905E-8
361.0,361.0,0.10468308
362.0,362.0,1.00756566E-4
363.0,363.0,5.033207E-4
364.0,364.0,1.789245E-5
365.0,365.0,0.020984372
366.0,366.0,0.531575
367.0,367.0,1.8428589E-6
368.0,368.0,1.2859293E-6
369.0,369.0,0.4387557
370.0,370.0,0.5628665
371.0,371.0,0.03856715
372.0,372.0,0.43841726
373.0,373.0,0.08715676
374.0,374.0,0.001761636
375.0,375.0,0.10941929
376.0,376.0,3.6843572E-4
377.0,377.0,2.2395526E-4
378.0,378.0,6.1429087E-6
379.0,379.0,0.14822716
380.0,380.0,0.06498891
381.0,381.0,0.005686101
382.0,382.0,3.765905E-5
383.0,383.0,0.50459296
384.0,384.0,0.016437866
385.0,385.0,0.49891013
386.0,386.0,0.07196837
387.0,387.0,0.5214191
388.0,388.0,0.00598919
389.0,389.0,2.4902714E-5
390.0,390.0,0.013819251
391.0,391.0,0.7093901
392.0,392.0,3.849158E-8
393.0,393.0,0.44664016
394.0,394.0,1.2917372E-5
395.0,395.0,1.3176976E-5
396.0,396.0,0.015884388
397.0,397.0,0.31659728
398.0,398.0,0.46456984
399.0,399.0,0.32295597
400.0,400.0,2.4340503E-9
401.0,401.0,0.073430434
402.0,402.0,1.0830677E-5
403.0,403.0,5.6697045E-6
404.0,404.0,0.09539844
405.0,405.0,0.0019580498
406.0,406.0,0.76373494
407.0,407.0,0.6121513
408.0,408.0,9.7286495E-8
409.0,409.0,1.0565054E-4
410.0,410.0,4.263362E-4
411.0,411.0,0.15474589
412.0,412.0,0.007099619
413.0,413.0,0.0010318543
414.0,414.0,0.0013323956
415.0,415.0,7.117753E-5
416.0,416.0,0.033862587
417.0,417.0,2.6558516E-6
418.0,418.0,2.5663E-7
419.0,419.0,0.7749518
420.0,420.0,0.02728546
421.0,421.0,0.10683436
422.0,422.0,0.7245404
423.0,423.0,0.40427557
424.0,424.0,0.44520596
425.0,425.0,3.3557753E-5
426.0,426.0,0.13513304
427.0,427.0,1.0047273E-5
428.0,428.0,0.27044272
429.0,429.0,0.14551379
430.0,430.0,3.9529255E-5
431.0,431.0,0.0015011092
432.0,432.0,0.88325804
433.0,433.0,0.1704176
434.0,434.0,0.46988487
435.0,435.0,0.31656715
436.0,436.0,1.8266334E-4
437.0,437.0,0.008915419
438.0,438.0,2.2560173E-6
439.0,439.0,0.4005654
440.0,440.0,1.4129166E-6
441.0,441.0,0.30013007
442.0,442.0,0.08102982
443.0,443.0,0.82520133
444.0,444.0,0.8183322
445.0,445.0,0.0071223024
446.0,446.0,0.3917625
447.0,447.0,3.7403552E-8
448.0,448.0,0.76056075
449.0,449.0,0.04214833
450.0,450.0,0.52401704
451.0,451.0,0.610803
452.0,452.0,2.0258447E-6
453.0,453.0,3.0612557E-7
454.0,454.0,3.327939E-5
455.0,455.0,0.4472522
456.0,456.0,6.207426E-9
457.0,457.0,3.6615535E-4
458.0,458.0,0.37322134
459.0,459.0,0.019788215
460.0,460.0,0.8824903
461.0,461.0,1.4569814E-5
462.0,462.0,0.15561074
463.0,463.0,1.0868556E-6
464.0,464.0,4.9610436E-4
465.0,465.0,0.08910576
466.0,466.0,5.681369E-7
467.0,467.0,0.4116562
468.0,468.0,0.0681059
469.0,469.0,2.2771042E-6
470.0,470.0,0.029759523
471.0,471.0,9.4749157E-7
472.0,472.0,9.1493115E-7
473.0,473.0,9.40873E-9
474.0,474.0,0.30793494
475.0,475.0,0.49031076
476.0,476.0,0.0046232967
477.0,477.0,2.5246604E-6
478.0,478.0,0.4230072
479.0,479.0,9.568867E-4
480.0,480.0,6.825886E-4
481.0,481.0,7.9432436E-7
482.0,482.0,4.6673007E-4
483.0,483.0,0.5493665
484.0,484.0,4.1101445E-4
485.0,485.0,7.568832E-6
486.0,486.0,5.9516064E-5
487.0,487.0,4.1695868E-4
488.0,488.0,0.45295897
489.0,489.0,0.009837474
490.0,490.0,9.5956906E-4
491.0,491.0,5.5331073E-4
492.0,492.0,7.805578E-6
493.0,493.0,0.040997203
494.0,494.0,1.16113864E-4
495.0,495.0,0.0014843165
496.0,496.0,8.6399174E-4
497.0,497.0,3.0866755E-5
498.0,498.0,0.81604606
499.0,499.0,0.032452494
500.0,500.0,2.9934696E-5
501.0,501.0,0.005113113
502.0,502.0,0.023783939
503.0,503.0,1.3664064E-4
504.0,504.0,0.02846674
505.0,505.0,0.13055712
506.0,506.0,4.7855393E-4
507.0,507.0,0.33231768
508.0,508.0,0.08575022
509.0,509.0,2.2412653E-6
510.0,510.0,4.544277E-5
511.0,511.0,0.55228454
512.0,512.0,0.06601861
513.0,513.0,1.7555822E-4
514.0,514.0,0.011993972
515.0,515.0,8.186415E-7
516.0,516.0,2.0180005E-4
517.0,517.0,0.045032676
518.0,518.0,0.012519631
519.0,519.0,0.2095412
520.0,520.0,0.0071118376
521.0,521.0,0.13926478
522.0,522.0,1.0588244E-6
523.0,523.0,0.06304054
524.0,524.0,9.204154E-7
525.0,525.0,0.10448478
526.0,526.0,0.45654956
527.0,527.0,0.21117781
528.0,528.0,8.42568E-5
529.0,529.0,7.446367E-8
530.0,530.0,3.5323894E-5
531.0,531.0,5.373226E-8
532.0,532.0,0.48765936
533.0,533.0,1.2883614E-4
534.0,534.0,6.4283876E-7
535.0,535.0,0.3792627
536.0,536.0,0.0076878853
537.0,537.0,0.8188258
538.0,538.0,0.57850325
539.0,539.0,7.411175E-4
540.0,540.0,2.877056E-7
541.0,541.0,0.089211136
542.0,542.0,0.5502351
543.0,543.0,0.42771414
544.0,544.0,0.13532613
545.0,545.0,0.0035055974
546.0,546.0,0.51386434
547.0,547.0,0.14721593
548.0,548.0,0.049174625
549.0,549.0,8.599652E-8
550.0,550.0,0.5957812
551.0,551.0,0.046276573
552.0,552.0,3.86053E-6
553.0,553.0,9.541986E-8
554.0,554.0,0.06742366
555.0,555.0,7.840274E-8
556.0,556.0,0.0029991197
557.0,557.0,3.3056156E-6
558.0,558.0,0.5116252
559.0,559.0,2.3905905E-4
560.0,560.0,9.801195E-7
561.0,561.0,0.3275471
562.0,562.0,0.059851546
563.0,563.0,6.2165764E-4
564.0,564.0,1.2769292E-6
565.0,565.0,0.016506331
566.0,566.0,1.1063459E-4
567.0,567.0,0.5152589
568.0,568.0,0.055516485
569.0,569.0,0.86994547
570.0,570.0,0.36949658
571.0,571.0,0.30778244
572.0,572.0,0.07732946
573.0,573.0,0.003461494
574.0,574.0,2.5252593E-6
575.0,575.0,1.9735037E-4
576.0,576.0,0.21730196
577.0,577.0,4.1626154E-7
578.0,578.0,1.1390457E-6
579.0,579.0,4.222231E-7
580.0,580.0,0.6067323
581.0,581.0,0.00992642
582.0,582.0,0.2471792
583.0,583.0,0.50104105
584.0,584.0,0.10651959
585.0,585.0,1.3745039E-7
586.0,586.0,0.4654434
587.0,587.0,0.46950856
588.0,588.0,0.06277984
589.0,589.0,0.0065937974
590.0,590.0,0.12248028
591.0,591.0,0.024022184
592.0,592.0,0.69052637
593.0,593.0,0.59402764
594.0,594.0,6.0497376E-7
595.0,595.0,2.2081718E-8
596.0,596.0,0.023750028
597.0,597.0,0.62320346
598.0,598.0,9.667816E-5
599.0,599.0,0.05260577
600.0,600.0,0.45859313
601.0,601.0,1.4088333E-5
602.0,602.0,1.371324E-4
603.0,603.0,3.6280766E-5
604.0,604.0,0.18664852
605.0,605.0,0.5495693
606.0,606.0,0.005746524
607.0,607.0,0.003944911
608.0,608.0,1.3611914E-5
609.0,609.0,5.262617E-4
610.0,610.0,0.48846662
611.0,611.0,3.9422275E-6
612.0,612.0,5.2237334E-7
613.0,613.0,4.3037006E-5
614.0,614.0,0.56496483
615.0,615.0,0.49581894
616.0,616.0,0.044469554
617.0,617.0,0.21702085
618.0,618.0,5.4576713E-6
619.0,619.0,0.08212863
620.0,620.0,0.64915836
621.0,621.0,5.726919E-7
622.0,622.0,0.019488629
623.0,623.0,0.16641013
624.0,624.0,0.013494806
625.0,625.0,0.23380515
626.0,626.0,0.87747383
627.0,627.0,0.0036399656
628.0,628.0,0.49666578
629.0,629.0,0.2646433
630.0,630.0,1.5718711E-5
631.0,631.0,0.007949492
632.0,632.0,0.7045425
633.0,633.0,0.3237293
634.0,634.0,0.26153088
635.0,635.0,0.0028168012
636.0,636.0,0.6800791
637.0,637.0,7.9260033E-4
638.0,638.0,0.24861735
639.0,639.0,1.2750072E-4
640.0,640.0,0.08073786
641.0,641.0,6.54777E-5
642.0,642.0,0.012658174
643.0,643.0,9.030512E-4
644.0,644.0,0.53856707
645.0,645.0,0.01760465
646.0,646.0,0.025057746
647.0,647.0,0.4762114
648.0,648.0,0.0011539146
649.0,649.0,0.034286186
650.0,650.0,0.015074362
651.0,651.0,3.8136525E-7
652.0,652.0,8.257602E-4
653.0,653.0,2.1150893E-4
654.0,654.0,0.54370284
655.0,655.0,0.34567943
656.0,656.0,0.5707728
657.0,657.0,1.7604743E-5
658.0,658.0,0.59178543
659.0,659.0,9.5590955E-4
660.0,660.0,9.083275E-8
661.0,661.0,0.59145415
662.0,662.0,0.5599473
663.0,663.0,0.2388474
664.0,664.0,7.2438716E-6
665.0,665.0,0.053796727
666.0,666.0,0.5306937
667.0,667.0,1.07767654E-7
668.0,668.0,3.999456E-8
669.0,669.0,0.6737418
670.0,670.0,1.9717285E-7
671.0,671.0,1.2725559E-5
672.0,672.0,1.464567E-6
673.0,673.0,0.9078499
674.0,674.0,2.4113895E-5
675.0,675.0,4.892537E-7
676.0,676.0,0.4643548
677.0,677.0,0.0760868
678.0,678.0,0.08969496
679.0,679.0,0.7779998
680.0,680.0,4.6553314E-6
681.0,681.0,5.687928E-5
682.0,682.0,0.00805228
683.0,683.0,1.222509E-6
684.0,684.0,0.29383683
685.0,685.0,1.5964606E-6
686.0,686.0,0.0060950154
687.0,687.0,0.12023592
688.0,688.0,1.3566497E-5
689.0,689.0,0.0108900815
690.0,690.0,0.5104181
691.0,691.0,0.017772155
692.0,692.0,1.3172579E-5
693.0,693.0,0.0103754485
694.0,694.0,1.5753323E-5
695.0,695.0,0.34024787
696.0,696.0,0.069483355
697.0,697.0,0.618578
698.0,698.0,0.68986386
699.0,699.0,2.1803096E-6
700.0,700.0,0.67492384
701.0,701.0,0.018136315
702.0,702.0,0.5369998
703.0,703.0,0.017794633
704.0,704.0,3.5096994E-6
705.0,705.0,4.2445226E-5
706.0,706.0,0.3522245
707.0,707.0,0.80934983
708.0,708.0,0.62061346
709.0,709.0,0.119970724
710.0,710.0,0.22466308
711.0,711.0,0.19018273
712.0,712.0,1.10296714E-4
713.0,713.0,0.6674964
714.0,714.0,0.19365591
715.0,715.0,0.1902875
716.0,716.0,0.0068622576
717.0,717.0,7.1610334E-6
718.0,718.0,3.176783E-4
719.0,719.0,0.60771257
720.0,720.0,0.14688714
721.0,721.0,4.675834E-6
722.0,722.0,0.43637887
723.0,723.0,0.009440985
724.0,724.0,0.0034688634
725.0,725.0,5.6995333E-9
726.0,726.0,0.19320151
727.0,727.0,4.6860427E-7
728.0,728.0,3.744784E-8
729.0,729.0,0.5721856
730.0,730.0,2.8558687E-4
731.0,731.0,0.10656856
732.0,732.0,3.2504773E-4
733.0,733.0,0.15064712
734.0,734.0,0.03513443
735.0,735.0,0.014375111
736.0,736.0,1.2146191E-7
737.0,737.0,0.019596143
738.0,738.0,1.5460696E-8
739.0,739.0,2.9105227E-6
740.0,740.0,0.937097
741.0,741.0,1.04737876E-4
742.0,742.0,3.923954E-9
743.0,743.0,1.4947905E-4
744.0,744.0,0.008457661
745.0,745.0,1.862088E-5
746.0,746.0,0.69461
747.0,747.0,0.8213087
748.0,748.0,0.116544314
749.0,749.0,1.2363306E-5
750.0,750.0,1.963634E-5
751.0,751.0,0.09733631
752.0,752.0,3.1005274E-7
753.0,753.0,0.4895144
754.0,754.0,0.23141615
755.0,755.0,0.043706745
756.0,756.0,0.4328689
757.0,757.0,0.6250856
758.0,758.0,2.6532805E-6
759.0,759.0,0.54452884
760.0,760.0,2.7333774E-6
761.0,761.0,0.030036217
762.0,762.0,1.9439013E-4
763.0,763.0,0.037310295
764.0,764.0,7.040698E-6
765.0,765.0,8.473288E-6
766.0,766.0,0.027599823
767.0,767.0,0.29543385
768.0,768.0,0.011458299
769.0,769.0,4.5796673E-7
770.0,770.0,0.059843864
771.0,771.0,3.0020225E-5
772.0,772.0,0.9726029
773.0,773.0,0.10496456
774.0,774.0,9.2322114E-7
775.0,775.0,1.7878717E-4
776.0,776.0,0.5027969
777.0,777.0,9.2910347E-4
778.0,778.0,0.049312852
779.0,779.0,0.045384094
780.0,780.0,0.026726756
781.0,781.0,0.7532304
782.0,782.0,0.4191997
783.0,783.0,0.44562113
784.0,784.0,3.9504957E-6
785.0,785.0,0.0092453845
786.0,786.0,4.1994574E-7
787.0,787.0,1.824334E-4
788.0,788.0,8.218609E-7
789.0,789.0,1.6627072E-6
790.0,790.0,0.014185052
791.0,791.0,2.6191376E-5
792.0,792.0,0.013733814
793.0,793.0,9.910476E-6
794.0,794.0,6.156574E-9
795.0,795.0,1.5737402E-4
796.0,796.0,1.8776786E-5
797.0,797.0,0.19147137
798.0,798.0,7.289397E-5
799.0,799.0,0.21354552
800.0,800.0,2.1140193E-5
801.0,801.0,2.5168378E-5
802.0,802.0,6.34684E-6
803.0,803.0,2.01366E-6
804.0,804.0,7.5090263E-4
805.0,805.0,0.13611078
806.0,806.0,8.393354E-9
807.0,807.0,3.072808E-4
808.0,808.0,0.13257682
809.0,809.0,0.01565355
810.0,810.0,0.16814998
811.0,811.0,0.004239368
812.0,812.0,0.07929237
813.0,813.0,0.041297663
814.0,814.0,1.117157E-5
815.0,815.0,1.42433455E-5
816.0,816.0,0.9955043
817.0,817.0,1.0676401E-5
818.0,818.0,9.197054E-5
819.0,819.0,0.001673724
820.0,820.0,0.0010667014
821.0,821.0,2.7166888E-7
822.0,822.0,1.5015344E-5
823.0,823.0,0.043082252
824.0,824.0,2.7224165E-4
825.0,825.0,0.5729152
826.0,826.0,6.4397394E-4
827.0,827.0,0.06705629
828.0,828.0,0.27017045
829.0,829.0,0.4545558
830.0,830.0,0.024261087
831.0,831.0,9.3195256E-4
832.0,832.0,2.5910593E-4
833.0,833.0,3.6181962E-6
834.0,834.0,3.306527E-4
835.0,835.0,0.9643429
836.0,836.0,8.896507E-4
837.0,837.0,4.664626E-9
838.0,838.0,1.5313888E-6
839.0,839.0,0.7953238
840.0,840.0,0.014541968
841.0,841.0,2.5282543E-6
842.0,842.0,3.77E-6
843.0,843.0,6.170901E-7
844.0,844.0,0.050808463
845.0,845.0,3.1692874E-5
846.0,846.0,1.6694267E-7
847.0,847.0,0.32879183
848.0,848.0,9.9725685E-6
849.0,849.0,1.7732051E-6
850.0,850.0,0.006017972
851.0,851.0,0.039957013
852.0,852.0,0.039008882
853.0,853.0,0.2202038
854.0,854.0,0.023819081
855.0,855.0,0.08942929
856.0,856.0,0.035129037
857.0,857.0,0.14242463
858.0,858.0,0.339664
859.0,859.0,1.0894117E-6
860.0,860.0,0.49555466
861.0,861.0,4.9647066E-4
862.0,862.0,0.02761579
863.0,863.0,0.17673929
864.0,864.0,0.5633663
865.0,865.0,8.417786E-9
866.0,866.0,0.06938
867.0,867.0,6.0472667E-4
868.0,868.0,1.2747668E-6
869.0,869.0,0.16027422
870.0,870.0,2.018295E-5
871.0,871.0,0.36198223
872.0,872.0,1.7317982E-6
873.0,873.0,1.3787247E-4
874.0,874.0,0.0043519996
875.0,875.0,0.14202835
876.0,876.0,1.3411778E-8
877.0,877.0,2.2024708E-5
878.0,878.0,0.35659185
879.0,879.0,0.25420192
880.0,880.0,0.0480321
881.0,881.0,0.09245054
882.0,882.0,0.9424501
883.0,883.0,0.368797
884.0,884.0,2.6287098E-4
885.0,885.0,4.045136E-5
886.0,886.0,0.46903893
887.0,887.0,2.4163116E-6
888.0,888.0,0.04052225
889.0,889.0,1.7762287E-6
890.0,890.0,0.0058281566
891.0,891.0,1.2165564E-8
892.0,892.0,0.3666266
893.0,893.0,0.0025035085
894.0,894.0,3.452939E-6
895.0,895.0,0.5173164
896.0,896.0,0.077071294
897.0,897.0,2.194832E-6
898.0,898.0,2.6990347E-6
899.0,899.0,0.0243604
900.0,900.0,0.0067556053
901.0,901.0,0.0055230446
902.0,902.0,0.0741435
903.0,903.0,3.280068E-6
904.0,904.0,7.6493074E-4
905.0,905.0,0.014146654
906.0,906.0,0.17408594
907.0,907.0,0.5142454
908.0,908.0,4.972156E-6
909.0,909.0,0.0027512275
910.0,910.0,0.0121934395
911.0,911.0,1.9951426E-6
912.0,912.0,9.713005E-6
913.0,913.0,0.015678778
914.0,914.0,0.09249031
915.0,915.0,0.1608402
916.0,916.0,1.7778262E-6
917.0,917.0,0.33640274
918.0,918.0,1.5467561E-4
919.0,919.0,9.55692E-7
920.0,920.0,3.770216E-6
921.0,921.0,0.059738763
922.0,922.0,7.2076814E-6
923.0,923.0,0.02611497
924.0,924.0,0.055058777
925.0,925.0,0.01952549
926.0,926.0,0.22260502
